 1.39432 -1.76275 -1.47417 -2.76538 -0.0648345 2.43903 -2.13428 0.549332 -1.14725 -1.24346 -2.45269 -2.54815 1.82978 0.872501
-1.93375 -0.429077 -2.51452 -0.0698171 -0.999654 0.601841 -2.77842 1.51874 -1.64202 -1.84918 -0.910727 1.8703 1.11476 2.89728
2.28962 -0.610369 -1.74306 -2.78552 0.930217 1.58498 2.28261 -1.61599 1.73515 -2.0277 -1.4357 -2.84839 0.54979 -1.46491
-1.93567 -1.75853 1.92169 -2.17187 -0.278592 0.502726 1.73946 1.23003 -1.32317 -1.65713 -0.217671 -0.429162 1.87597 2.8973
0.5665 -0.393186 -0.964428 -2.24136 1.38015 1.36024 2.78062 -0.867407 1.13726 2.52188 -0.0703153 2.82746 2.06229 0.810481
-0.063347 -0.622059 1.18516 -1.37665 -1.2072 2.99973 -1.10703 -2.6209 -0.484019 -0.147542 -0.484406 0.739331 1.11443 1.24729
-1.89623 -1.76244 -2.03873 -0.386236 1.11739 1.49487 -2.55784 -1.35205 -0.194217 -1.37473 -1.73302 0.34313 1.01909 2.8973
-2.89729 -1.74717 -1.74964 -1.8605 0.411651 2.9264 -2.77896 1.17737 1.4697 1.11188 -2.61501 -0.380762 1.52438 -2.8907
-0.515693 0.822918 2.8973 -1.01582 -0.673247 0.949219 -2.8973 0.520712 -1.75116 -1.19827 -1.99531 2.1931 2.44138 -2.8973
-2.11088 0.00484827 2.05865 -2.8448 1.1326 1.55311 -1.74346 -0.162577 0.941588 -1.0301 -2.65193 -2.88251 1.55107 1.21734
-1.6146 1.27972 -2.2411 -2.83256 0.344189 2.8205 -0.201164 -0.685877 0.335975 -1.81497 -2.7794 2.43845 1.2592 2.8973
-2.04049 0.212897 -2.0893 -2.65943 2.8973 2.24988 -0.428872 0.0539013 -1.02216 -2.8973 -1.26864 1.15898 1.18909 0.0580021
-1.07703 0.151909 1.89834 -1.92582 0.577018 2.4624 1.21456 0.0835136 0.751597 -0.266936 -2.12866 -1.75955 1.03355 -1.01253
-1.7566 -1.7628 0.11278 -2.51847 -2.50325 1.18676 0.0619262 2.89721 -0.325427 0.714986 -1.15284 1.45673 1.56837 -2.17956
0.908065 1.5955 0.527217 -0.0698 0.891854 2.80081 1.5411 -2.82612 -1.7628 -1.37725 -0.142333 2.89691 0.817316 -2.8973
-1.41836 -1.57278 2.12695 -1.12717 -1.90092 0.860347 1.0838 -1.24311 0.585857 -0.968974 -0.0698184 1.26653 0.621421 1.893
1.19773 1.10818 1.59163 -1.0527 2.8973 2.18632 -0.420049 1.61176 0.157441 0.26428 -0.349992 2.2208 0.500005 0.132053
1.7435 1.56355 2.42951 -0.337836 2.80666 1.56876 0.839332 2.01019 -1.47906 -2.13067 -2.18996 -0.189013 0.5 -2.89658
-2.03455 -0.835708 2.18983 -0.0698942 1.38633 2.29238 -0.0560026 -2.0458 -1.58019 0.567302 -1.70429 0.216067 1.9266 -1.35257
0.464919 1.7628 -2.88192 -0.654531 -1.69346 1.00697 -0.192663 1.54913 0.843418 -2.51732 -2.91027 2.71564 2.19347 1.43488
1.89594 1.10474 -2.8973 -1.59438 -2.8973 0.91924 -2.24149 2.7379 0.0201175 0.935122 -1.15587 1.71399 1.4902 -0.579328
0.739189 1.42775 -1.95492 -0.802086 -2.71919 0.5 -1.09434 -2.89717 -1.7628 1.42584 -2.75382 -2.89729 1.26209 -2.89727
0.452469 1.76279 -0.354947 -0.188623 2.43033 1.54893 -1.49062 2.24199 -0.164596 -2.37388 -2.05649 -1.45201 2.04077 -0.00864197
1.26338 1.37389 -0.313343 -0.912319 2.07628 1.27821 1.47311 1.08539 0.155688 2.12815 -2.65295 0.476278 1.39226 -1.71548
-2.21582 -0.851205 -2.18411 -1.59396 -2.50724 2.52683 -0.533406 0.163192 1.09407 1.02859 -2.59262 -0.177148 1.14403 -1.25398
2.74841 0.0824628 -1.58695 -2.15123 2.12705 2.79311 -2.8973 -0.744469 0.663525 0.977303 -2.592 -1.3783 0.623106 2.25987
-0.660135 -1.7027 2.48387 -0.207146 -1.41704 2.46395 -2.41003 2.8973 1.76275 -1.98315 -0.0698 -2.89725 1.07989 1.20614
2.28611 0.628506 0.0635974 -1.19433 -1.18083 1.98963 1.51464 -0.0498707 -0.323277 2.69292 -2.88324 1.51317 0.946357 1.65047
2.38177 1.76275 1.91337 -1.95706 1.89899 0.500104 2.31261 -0.00880711 -0.309219 -1.94498 -1.62733 1.91617 3 0.534616
0.839944 1.42496 -0.73073 -1.08098 2.39659 0.641994 -1.38977 2.6359 0.651841 2.61646 -2.73459 2.36182 3 1.28899
